Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names
"[BLASTED, MAPPED, ANNOTATED]",pak_c1174_g1_i1,ACOX3_ARATH ame: Full=Acyl-coenzyme A oxidase peroxisomal Short=AOX 3 Short=Acyl- oxidase 3 ame: Full=Medium-chain acyl- oxidase Short= 3 Flags: Precursor,222,2,4.74E-23,73,12,F:GO:0003995; P:GO:0006637; C:GO:0005777; F:GO:0003997; P:GO:0033539; P:GO:0006118; F:GO:0000062; F:GO:0050660; F:GO:0009055; F:GO:0052890; P:GO:0055088; P:GO:0051791,"F:acyl-CoA dehydrogenase activity; P:acyl-CoA metabolic process; C:peroxisome; F:acyl-CoA oxidase activity; P:fatty acid beta-oxidation using acyl-CoA dehydrogenase; P:obsolete electron transport; F:fatty-acyl-CoA binding; F:flavin adenine dinucleotide binding; F:electron carrier activity; F:oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor; P:lipid homeostasis; P:medium-chain fatty acid metabolic process",EC:1.3.99.3; EC:1.3.3.6,Acting on the CH-CH group of donors; Acyl-CoA oxidase
"[BLASTED, MAPPED, ANNOTATED]",pak_c1188_g1_i1,TYRA2_ARATH ame: Full=Arogenate dehydrogenase chloroplastic ame: Full= 2 Flags: Precursor,241,2,1.39E-33,82.5,9,C:GO:0009507; P:GO:0009094; P:GO:0000162; P:GO:0006571; C:GO:0005739; F:GO:0033730; P:GO:0055114; F:GO:0008977; F:GO:0004665,C:chloroplast; P:L-phenylalanine biosynthetic process; P:tryptophan biosynthetic process; P:tyrosine biosynthetic process; C:mitochondrion; F:arogenate dehydrogenase (NADP+) activity; P:oxidation-reduction process; F:prephenate dehydrogenase (NAD+) activity; F:prephenate dehydrogenase (NADP+) activity,EC:1.3.1.78; EC:1.3.1.12; EC:1.3.1.13,Arogenate dehydrogenase (NADP(+)); Prephenate dehydrogenase; Prephenate dehydrogenase (NADP(+))
"[BLASTED, MAPPED, ANNOTATED]",pak_c1213_g1_i1,FAN1_ARATH ame: Full=Fanconi-associated nuclease 1 homolog Short= 1,228,2,4.99E-18,61,5,F:GO:0016788; C:GO:0043231; P:GO:0036297; P:GO:0000724; F:GO:0005488,"F:hydrolase activity, acting on ester bonds; C:intracellular membrane-bounded organelle; P:interstrand cross-link repair; P:double-strand break repair via homologous recombination; F:binding",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1250_g1_i1,CCH11_ARATH ame: Full=Cyclin-H1-1 Short= 1 1,336,2,2.73E-30,77,17,P:GO:0045737; P:GO:2000070; F:GO:0016538; C:GO:0000307; F:GO:0004693; P:GO:0009069; P:GO:0009637; P:GO:0045944; P:GO:0009414; C:GO:0005634; P:GO:0072593; P:GO:1990069; F:GO:0005515; P:GO:1901409; P:GO:0051726; C:GO:0005737; P:GO:0010119,P:positive regulation of cyclin-dependent protein serine/threonine kinase activity; P:regulation of response to water deprivation; F:cyclin-dependent protein serine/threonine kinase regulator activity; C:cyclin-dependent protein kinase holoenzyme complex; F:cyclin-dependent protein serine/threonine kinase activity; P:serine family amino acid metabolic process; P:response to blue light; P:positive regulation of transcription from RNA polymerase II promoter; P:response to water deprivation; C:nucleus; P:reactive oxygen species metabolic process; P:stomatal opening; F:protein binding; P:positive regulation of phosphorylation of RNA polymerase II C-terminal domain; P:regulation of cell cycle; C:cytoplasm; P:regulation of stomatal movement,EC:2.7.11; EC:2.7.11.22,Transferring phosphorus-containing groups; Cyclin-dependent kinase
"[BLASTED, MAPPED, ANNOTATED]",pak_c5381_g1_i1,TOR_ARATH ame: Full=Serine threonine- kinase TOR ame: Full= TARGET OF RAPAMYCIN Short=,253,2,8.82E-23,69,25,P:GO:0006281; P:GO:0009793; F:GO:0000975; P:GO:0009630; P:GO:0009615; F:GO:0043621; P:GO:0040019; P:GO:0009733; P:GO:1900459; C:GO:0005844; P:GO:0030307; P:GO:0045893; P:GO:0010116; P:GO:2000234; F:GO:0042802; P:GO:1902661; P:GO:0009303; P:GO:1901355; F:GO:0004672; P:GO:0009745; C:GO:0005634; P:GO:0010929; C:GO:0005737; P:GO:0010507; P:GO:0050687,"P:DNA repair; P:embryo development ending in seed dormancy; F:regulatory region DNA binding; P:gravitropism; P:response to virus; F:protein self-association; P:positive regulation of embryonic development; P:response to auxin; P:positive regulation of brassinosteroid mediated signaling pathway; C:polysome; P:positive regulation of cell growth; P:positive regulation of transcription, DNA-templated; P:positive regulation of abscisic acid biosynthetic process; P:positive regulation of rRNA processing; F:identical protein binding; P:positive regulation of glucose mediated signaling pathway; P:rRNA transcription; P:response to rapamycin; F:protein kinase activity; P:sucrose mediated signaling; C:nucleus; P:positive regulation of auxin mediated signaling pathway; C:cytoplasm; P:negative regulation of autophagy; P:negative regulation of defense response to virus",,
"[BLASTED, MAPPED]",pak_c5399_g1_i1,7SBG2_SOYBN ame: Full=Basic 7S globulin 2 ame: Full=SBg7S Short=Bg Contains: ame: Full=Basic 7S globulin 2 high kDa subunit Contains: ame: Full=Basic 7S globulin 2 low kDa subunit Flags: Precursor,293,2,1.55E-10,50.5,5,F:GO:0042802; F:GO:0004190; P:GO:0030163; P:GO:0006508; F:GO:0045735,F:identical protein binding; F:aspartic-type endopeptidase activity; P:protein catabolic process; P:proteolysis; F:nutrient reservoir activity,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c5461_g1_i1,CPL1_ARATH ame: Full=RNA polymerase II C-terminal domain phosphatase-like 1 Short=FCP-like 1 ame: Full=Carboxyl-terminal phosphatase-like 1 Short= 1 Short=CTD phosphatase-like 1 ame: Full= FIERY 2 ame: Full= JASMONATE OVEREXPRESSING 1 ame: Full= SHINY 4,244,2,1.33E-32,80,20,P:GO:0009651; C:GO:0008287; P:GO:0006351; P:GO:0007275; P:GO:0009611; P:GO:0006563; F:GO:0008420; P:GO:0048589; P:GO:0009734; P:GO:0006544; P:GO:0006566; F:GO:0004647; P:GO:0009738; F:GO:0005515; P:GO:0045892; F:GO:0003725; F:GO:0046872; P:GO:0045893; C:GO:0016591; P:GO:0070940,"P:response to salt stress; C:protein serine/threonine phosphatase complex; P:transcription, DNA-templated; P:multicellular organism development; P:response to wounding; P:L-serine metabolic process; F:CTD phosphatase activity; P:developmental growth; P:auxin-activated signaling pathway; P:glycine metabolic process; P:threonine metabolic process; F:phosphoserine phosphatase activity; P:abscisic acid-activated signaling pathway; F:protein binding; P:negative regulation of transcription, DNA-templated; F:double-stranded RNA binding; F:metal ion binding; P:positive regulation of transcription, DNA-templated; C:DNA-directed RNA polymerase II, holoenzyme; P:dephosphorylation of RNA polymerase II C-terminal domain",EC:3.1.3.16; EC:3.1.3.3; EC:3.1.3.41,Protein-serine/threonine phosphatase; Phosphoserine phosphatase; 4-nitrophenylphosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c1378_g1_i1,DRP2A_ARATH ame: Full=Dynamin-2A ame: Full=Dynamin 6 ame: Full=Dynamin-related 2A,221,2,4.10E-32,89.5,21,C:GO:0000139; F:GO:0008289; P:GO:0048766; C:GO:0045334; C:GO:0005774; C:GO:0009504; C:GO:0005886; C:GO:0005874; C:GO:0009524; F:GO:0008017; P:GO:0000266; P:GO:0006896; F:GO:0005525; P:GO:0072583; C:GO:0009506; P:GO:0009737; C:GO:0045298; F:GO:0003924; C:GO:0005829; F:GO:0030276; P:GO:2000114,C:Golgi membrane; F:lipid binding; P:root hair initiation; C:clathrin-coated endocytic vesicle; C:vacuolar membrane; C:cell plate; C:plasma membrane; C:microtubule; C:phragmoplast; F:microtubule binding; P:mitochondrial fission; P:Golgi to vacuole transport; F:GTP binding; P:clathrin-dependent endocytosis; C:plasmodesma; P:response to abscisic acid; C:tubulin complex; F:GTPase activity; C:cytosol; F:clathrin binding; P:regulation of establishment of cell polarity,EC:3.6.1.15,Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c5687_g1_i1,SIZ1_ORYSJ ame: Full=E3 SUMO- ligase SIZ1,201,2,9.59E-06,63.5,23,P:GO:0010286; P:GO:2000070; P:GO:0016925; P:GO:0010183; P:GO:0009787; P:GO:0009864; P:GO:0090352; P:GO:0009553; P:GO:0048589; F:GO:0061665; P:GO:0040008; P:GO:0009910; P:GO:0009414; P:GO:0051301; C:GO:0005634; F:GO:0005515; P:GO:0010247; P:GO:0050826; P:GO:0010337; P:GO:0016036; P:GO:0048481; P:GO:0016049; P:GO:0010113,"P:heat acclimation; P:regulation of response to water deprivation; P:protein sumoylation; P:pollen tube guidance; P:regulation of abscisic acid-activated signaling pathway; P:induced systemic resistance, jasmonic acid mediated signaling pathway; P:regulation of nitrate assimilation; P:embryo sac development; P:developmental growth; F:SUMO ligase activity; P:regulation of growth; P:negative regulation of flower development; P:response to water deprivation; P:cell division; C:nucleus; F:protein binding; P:detection of phosphate ion; P:response to freezing; P:regulation of salicylic acid metabolic process; P:cellular response to phosphate starvation; P:plant ovule development; P:cell growth; P:negative regulation of systemic acquired resistance",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c5695_g1_i1,ADLO1_ARATH ame: Full= ARABIDILLO 1 ame: Full=F-box only 5,217,2,2.67E-24,83.5,7,C:GO:0005634; F:GO:0004842; F:GO:0005515; C:GO:0005737; P:GO:0006511; P:GO:0048527; P:GO:0016567,C:nucleus; F:ubiquitin-protein transferase activity; F:protein binding; C:cytoplasm; P:ubiquitin-dependent protein catabolic process; P:lateral root development; P:protein ubiquitination,,
"[BLASTED, MAPPED]",pak_c1421_g1_i1,PHL22_ARATH ame: Full=Phytolongin,228,2,5.14E-06,73.5,3,P:GO:0015031; C:GO:0016021; F:GO:0003674,P:protein transport; C:integral component of membrane; F:molecular_function,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c5516_g1_i1,AGD5_ARATH ame: Full=Probable ADP-ribosylation factor GTPase-activating AGD5 Short=ARF GAP AGD5 ame: Full= ARF-GAP DOMAIN 5 Short= 5 ame: Full= ZIGA3,256,2,2.92E-16,77,7,C:GO:0005634; F:GO:0003677; C:GO:0005802; C:GO:0005768; P:GO:0090630; C:GO:0005829; P:GO:0010227,C:nucleus; F:DNA binding; C:trans-Golgi network; C:endosome; P:activation of GTPase activity; C:cytosol; P:floral organ abscission,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1495_g1_i1,CDF2_ARATH ame: Full=Cyclic dof factor 2 ame: Full=Dof zinc finger Short=,284,2,9.37E-06,52,2,F:GO:0003677; P:GO:0050789,F:DNA binding; P:regulation of biological process,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1514_g1_i1,C3H64_ARATH ame: Full=Zinc finger CCCH domain-containing 64 Short= 3H64,506,2,1.80E-06,81.5,5,C:GO:0005634; F:GO:0003677; F:GO:0003824; F:GO:0046872; C:GO:0005829,C:nucleus; F:DNA binding; F:catalytic activity; F:metal ion binding; C:cytosol,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1675_g1_i1,C3H53_ORYSJ ame: Full=Zinc finger CCCH domain-containing 53 Short= 3H53,205,2,9.12E-05,71.5,1,F:GO:0003676,F:nucleic acid binding,,
"[BLASTED, MAPPED]",pak_c5607_g1_i1,ATX3_ARATH ame: Full=Histone-lysine N-methyltransferase ATX3 ame: Full= SET DOMAIN GROUP 14 ame: Full=Trithorax-homolog 3 Short=TRX-homolog 3,280,2,9.26E-09,53,7,F:GO:0003677; P:GO:0009294; C:GO:0005634; F:GO:0008270; C:GO:0009506; F:GO:0018024; P:GO:0006355,"F:DNA binding; P:DNA mediated transformation; C:nucleus; F:zinc ion binding; C:plasmodesma; F:histone-lysine N-methyltransferase activity; P:regulation of transcription, DNA-templated",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1745_g1_i1,FB92_ARATH ame: Full=F-box At1g78280,279,2,3.93E-34,70.5,7,C:GO:0005634; P:GO:0010030; F:GO:0016757; C:GO:0005829; F:GO:0000987; P:GO:0007166; P:GO:0043985,"C:nucleus; P:positive regulation of seed germination; F:transferase activity, transferring glycosyl groups; C:cytosol; F:core promoter proximal region sequence-specific DNA binding; P:cell surface receptor signaling pathway; P:histone H4-R3 methylation",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1762_g1_i1,GAUTE_ARATH ame: Full=Probable galacturonosyltransferase 14,259,2,1.55E-18,93,10,P:GO:0052325; F:GO:0047262; P:GO:0009860; C:GO:0016021; P:GO:0009555; C:GO:0000139; P:GO:0005982; P:GO:0005985; C:GO:0090406; P:GO:0009117,P:cell wall pectin biosynthetic process; F:polygalacturonate 4-alpha-galacturonosyltransferase activity; P:pollen tube growth; C:integral component of membrane; P:pollen development; C:Golgi membrane; P:starch metabolic process; P:sucrose metabolic process; C:pollen tube; P:nucleotide metabolic process,EC:2.4.1.43,Polygalacturonate 4-alpha-galacturonosyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c1780_g1_i1,PCO3_ARATH ame: Full=Plant cysteine oxidase 3 ame: Full=NIFS 2 Short= 2,260,2,1.72E-11,68,5,C:GO:0005634; P:GO:0009061; P:GO:0018171; P:GO:0070483; C:GO:0005829,C:nucleus; P:anaerobic respiration; P:peptidyl-cysteine oxidation; P:detection of hypoxia; C:cytosol,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1783_g1_i1,"PSL5_ARATH ame: Full=Probable glucan 1,3-alpha-glucosidase ame: Full=Glucosidase II subunit alpha ame: Full= PRIORITY IN SWEET LIFE 5 ame: Full= RADIAL SWELLING 3 Flags: Precursor",296,2,2.99E-22,71,8,C:GO:0009507; P:GO:0009826; F:GO:0015926; C:GO:0005783; P:GO:0030244; P:GO:0046686; C:GO:0005576; P:GO:0042742,C:chloroplast; P:unidimensional cell growth; F:glucosidase activity; C:endoplasmic reticulum; P:cellulose biosynthetic process; P:response to cadmium ion; C:extracellular region; P:defense response to bacterium,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1785_g1_i1,SAC7_ARATH ame: Full=Phosphoinositide phosphatase SAC7 Short= 7 ame: Full= ROOT HAIR DEFECTIVE 4 ame: Full= SUPPRESSOR OF ACTIN 1C Short= 1c ame: Full= SUPPRESSOR OF ACTIN 7 ame: Full=SAC domain 7 ame: Full=SAC1 1c,261,2,3.48E-22,85,13,C:GO:0090404; F:GO:0043812; P:GO:0009651; P:GO:0009611; P:GO:0048768; C:GO:0005789; C:GO:0030659; C:GO:0009506; F:GO:0004439; C:GO:0035619; C:GO:0005739; C:GO:0016021; C:GO:0031520,"C:pollen tube tip; F:phosphatidylinositol-4-phosphate phosphatase activity; P:response to salt stress; P:response to wounding; P:root hair cell tip growth; C:endoplasmic reticulum membrane; C:cytoplasmic vesicle membrane; C:plasmodesma; F:phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity; C:root hair tip; C:mitochondrion; C:integral component of membrane; C:plasma membrane of cell tip",EC:3.1.3.36; EC:3.1.3.41,Phosphoinositide 5-phosphatase; 4-nitrophenylphosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c1802_g1_i1,PUB4_ARATH ame: Full=U-box domain-containing 4 ame: Full=Plant U-box 4 ame: Full=RING-type E3 ubiquitin transferase PUB4,244,2,1.83E-25,73.5,8,P:GO:0048364; C:GO:0005634; C:GO:0005737; P:GO:0048658; F:GO:1904822; P:GO:1904821; P:GO:0034614; P:GO:0016567,P:root development; C:nucleus; C:cytoplasm; P:anther wall tapetum development; F:ubiquitin protein ligase activity involved in chloroplast disassembly; P:chloroplast disassembly; P:cellular response to reactive oxygen species; P:protein ubiquitination,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1826_g1_i1,CCR4B_ARATH ame: Full=Carbon catabolite repressor 4 homolog 2 Short=CCR4 homolog 2,289,2,6.50E-19,95,11,F:GO:0004535; C:GO:0005634; P:GO:0005986; F:GO:0003723; P:GO:0019252; F:GO:0046872; P:GO:0006351; C:GO:0000932; C:GO:0005829; P:GO:0006355; P:GO:0006397,"F:poly(A)-specific ribonuclease activity; C:nucleus; P:sucrose biosynthetic process; F:RNA binding; P:starch biosynthetic process; F:metal ion binding; P:transcription, DNA-templated; C:P-body; C:cytosol; P:regulation of transcription, DNA-templated; P:mRNA processing",EC:3.1.13; EC:3.1.15; EC:3.1.13.4,Acting on ester bonds; Acting on ester bonds; Poly(A)-specific ribonuclease
"[BLASTED, MAPPED, ANNOTATED]",pak_c1938_g1_i1,FRS5_ARATH ame: Full= FAR1-RELATED SEQUENCE 5,245,2,3.17E-15,84,4,C:GO:0005634; F:GO:0008270; P:GO:0009639; P:GO:0006355,"C:nucleus; F:zinc ion binding; P:response to red or far red light; P:regulation of transcription, DNA-templated",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c1962_g1_i1,PIX7_ARATH ame: Full=Probable serine threonine- kinase PIX7,451,2,1.84E-17,74,3,P:GO:0016310; F:GO:0016301; C:GO:0005886,P:phosphorylation; F:kinase activity; C:plasma membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c2094_g2_i1,IPO4_MOUSE ame: Full=Importin-4 Short=Imp4 ame: Full=Importin-4a Short=Imp4a ame: Full=Ran-binding 4 Short= 4,248,2,6.35E-10,64.5,8,C:GO:0005635; C:GO:0000790; F:GO:0005515; P:GO:0006606; C:GO:0016020; C:GO:0043234; P:GO:0006336; P:GO:0006335,C:nuclear envelope; C:nuclear chromatin; F:protein binding; P:protein import into nucleus; C:membrane; C:protein complex; P:DNA replication-independent nucleosome assembly; P:DNA replication-dependent nucleosome assembly,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c2127_g1_i1,IPO9_HUMAN ame: Full=Importin-9 Short=Imp9 ame: Full=Ran-binding 9 Short= 9,246,2,4.81E-05,58,5,C:GO:0005737; F:GO:0042393; P:GO:0006606; C:GO:0016020; F:GO:0008565,C:cytoplasm; F:histone binding; P:protein import into nucleus; C:membrane; F:protein transporter activity,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c2190_g1_i1,RAGP2_ARATH ame: Full=RAN GTPase-activating 2 Short= anGAP2 Short= 2,453,2,9.34E-24,79.5,14,C:GO:0032153; P:GO:0009651; F:GO:0005096; P:GO:0000911; C:GO:0005783; C:GO:0005774; C:GO:0009504; C:GO:0005886; C:GO:0009524; C:GO:0009507; C:GO:0031965; F:GO:0005515; P:GO:0006606; C:GO:0005819,C:cell division site; P:response to salt stress; F:GTPase activator activity; P:cytokinesis by cell plate formation; C:endoplasmic reticulum; C:vacuolar membrane; C:cell plate; C:plasma membrane; C:phragmoplast; C:chloroplast; C:nuclear membrane; F:protein binding; P:protein import into nucleus; C:spindle,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c2194_g1_i1,UBP13_ARATH ame: Full=Ubiquitin carboxyl-terminal hydrolase 13 ame: Full=Deubiquitinating enzyme 13 Short= 13 ame: Full=Ubiquitin thioesterase 13 ame: Full=Ubiquitin-specific-processing protease 13,276,2,8.93E-20,94,6,F:GO:0004843; P:GO:0016579; C:GO:0005634; C:GO:0009506; C:GO:0005829; P:GO:0006511,F:thiol-dependent ubiquitin-specific protease activity; P:protein deubiquitination; C:nucleus; C:plasmodesma; C:cytosol; P:ubiquitin-dependent protein catabolic process,EC:3.4.19.12,Ubiquitinyl hydrolase 1
"[BLASTED, MAPPED, ANNOTATED]",pak_c2349_g1_i1,SC16B_ARATH ame: Full= transport SEC16B homolog ame: Full= MAIGO 5 homolog,343,2,7.94E-47,77.5,4,C:GO:0005634; P:GO:0015031; C:GO:0005783; P:GO:0048208,C:nucleus; P:protein transport; C:endoplasmic reticulum; P:COPII vesicle coating,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c2906_g1_i1,EBM_ARATH ame: Full=Mannosylglyco endo-beta-mannosidase Short= Short=Endo-beta-mannosidase Contains: ame: Full=Mannosylglyco endo-beta-mannosidase 31 kDa subunit Contains: ame: Full=Mannosylglyco endo-beta-mannosidase 28 kDa subunit Contains: ame: Full=Mannosylglyco endo-beta-mannosidase 42 kDa subunit,206,2,2.45E-26,81.5,5,F:GO:0033947; P:GO:0005975; C:GO:0005829; C:GO:0005576; C:GO:0005773,F:mannosylglycoprotein endo-beta-mannosidase activity; P:carbohydrate metabolic process; C:cytosol; C:extracellular region; C:vacuole,EC:3.2.1.152; EC:3.2.1.25,Mannosylglycoprotein endo-beta-mannosidase; Beta-mannosidase
"[BLASTED, MAPPED]",pak_c2988_g1_i1,YCV6_SCHPO ame: Full= hydrolase,306,2,1.67E-12,52.5,7,F:GO:0016415; F:GO:0016746; C:GO:0005737; F:GO:0033819; P:GO:0006464; F:GO:0016740; P:GO:0009107,"F:octanoyltransferase activity; F:transferase activity, transferring acyl groups; C:cytoplasm; F:lipoyl(octanoyl) transferase activity; P:cellular protein modification process; F:transferase activity; P:lipoate biosynthetic process",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3036_g2_i1,PLD3B_MOUSE ame: Full=PRELI domain containing 3B ame: Full= slowmo homolog 2,237,2,2.31E-06,55.5,2,P:GO:0044699; C:GO:0005743,P:single-organism process; C:mitochondrial inner membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3208_g1_i1,OS9_ARATH ame: Full= OS-9 homolog Short= 9 ame: Full= EMS-MUTAGENIZED BRI1 SUPPRESSOR 6 Flags: Precursor,287,2,3.12E-11,68.5,5,C:GO:0005788; F:GO:0005515; P:GO:0009651; P:GO:0030970; P:GO:0030433,"C:endoplasmic reticulum lumen; F:protein binding; P:response to salt stress; P:retrograde protein transport, ER to cytosol; P:ER-associated ubiquitin-dependent protein catabolic process",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3227_g1_i1,HAC1_ARATH ame: Full=Histone acetyltransferase HAC1,224,2,5.15E-12,65.5,8,P:GO:0048573; F:GO:0004402; P:GO:0009294; P:GO:0042967; P:GO:0009908; P:GO:0016573; P:GO:0006357; C:GO:0000123,"P:photoperiodism, flowering; F:histone acetyltransferase activity; P:DNA mediated transformation; P:acyl-carrier-protein biosynthetic process; P:flower development; P:histone acetylation; P:regulation of transcription from RNA polymerase II promoter; C:histone acetyltransferase complex",EC:2.3.1.48,Histone acetyltransferase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3466_g1_i1,DTX45_ARATH ame: Full= DETOXIFICATION chloroplastic Short= 45 ame: Full=Multidrug and toxic compound extrusion 45 Short=MATE 45 Flags: Precursor,223,2,9.46E-19,63.5,5,F:GO:0015137; C:GO:0009507; P:GO:0010044; C:GO:0016020; P:GO:0015746,F:citrate transmembrane transporter activity; C:chloroplast; P:response to aluminum ion; C:membrane; P:citrate transport,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3608_g1_i1,ARFF_ARATH ame: Full=Auxin response factor 6,233,2,1.03E-11,58,4,C:GO:0005634; F:GO:0005515; P:GO:0009908; P:GO:0009733,C:nucleus; F:protein binding; P:flower development; P:response to auxin,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3623_g1_i2,SCYL2_MOUSE ame: Full=SCY1 2 ame: Full=Coated vesicle-associated kinase of 104 kDa,327,2,1.34E-19,71,8,P:GO:0090090; C:GO:0005768; P:GO:0002092; C:GO:0016020; P:GO:2000370; P:GO:0008333; P:GO:2000286; F:GO:0005102,P:negative regulation of canonical Wnt signaling pathway; C:endosome; P:positive regulation of receptor internalization; C:membrane; P:positive regulation of clathrin-dependent endocytosis; P:endosome to lysosome transport; P:receptor internalization involved in canonical Wnt signaling pathway; F:receptor binding,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3635_g1_i1,SFR2_ORYSJ ame: Full=Beta-glucosidase-like chloroplastic ame: Full=Beta-glucosidase 36 Short=Os11bglu36 ame: Full= SENSITIVE TO FREEZING 2 Short= 2,311,2,7.15E-27,68.5,6,C:GO:0005739; F:GO:0080079; F:GO:0008378; P:GO:0050826; P:GO:1901657; C:GO:0031359,C:mitochondrion; F:cellobiose glucosidase activity; F:galactosyltransferase activity; P:response to freezing; P:glycosyl compound metabolic process; C:integral component of chloroplast outer membrane,EC:3.2.1.21,Beta-glucosidase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3709_g1_i1,PUB26_ARATH ame: Full=U-box domain-containing 26 ame: Full=Plant U-box 26 ame: Full=RING-type E3 ubiquitin transferase PUB26,291,2,1.44E-18,85,5,F:GO:0004842; C:GO:0005737; P:GO:0010200; F:GO:0016874; P:GO:0016567,F:ubiquitin-protein transferase activity; C:cytoplasm; P:response to chitin; F:ligase activity; P:protein ubiquitination,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3724_g1_i1,RH22_ARATH ame: Full=DEAD-box ATP-dependent RNA helicase 22,255,2,3.45E-28,73.5,6,F:GO:0000166; F:GO:0003676; C:GO:0009507; C:GO:0005739; P:GO:0010501; F:GO:0004004,F:nucleotide binding; F:nucleic acid binding; C:chloroplast; C:mitochondrion; P:RNA secondary structure unwinding; F:ATP-dependent RNA helicase activity,EC:3.6.1.3; EC:3.6.1.15,Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3747_g1_i1,NET1D_ARATH ame: Full= NETWORKED 1D,261,2,1.01E-24,86,6,F:GO:0003677; F:GO:0003779; C:GO:0005737; P:GO:0006310; C:GO:0005886; P:GO:0006302,F:DNA binding; F:actin binding; C:cytoplasm; P:DNA recombination; C:plasma membrane; P:double-strand break repair,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3785_g1_i1,ECA4_ARATH ame: Full=Calcium-transporting ATPase endoplasmic reticulum-type,203,2,2.19E-07,62,10,P:GO:0010042; P:GO:0006828; C:GO:0016529; P:GO:0006816; C:GO:0030176; P:GO:0046686; C:GO:0005774; P:GO:0030026; F:GO:0005388; C:GO:0005886,P:response to manganese ion; P:manganese ion transport; C:sarcoplasmic reticulum; P:calcium ion transport; C:integral component of endoplasmic reticulum membrane; P:response to cadmium ion; C:vacuolar membrane; P:cellular manganese ion homeostasis; F:calcium-transporting ATPase activity; C:plasma membrane,EC:3.6.1.3; EC:3.6.3.8; EC:3.6.1.15,Adenosinetriphosphatase; Calcium-transporting ATPase; Nucleoside-triphosphate phosphatase
"[BLASTED, MAPPED, ANNOTATED]",pak_c3818_g1_i1,C3H64_ARATH ame: Full=Zinc finger CCCH domain-containing 64 Short= 3H64,241,2,6.32E-10,82.5,5,C:GO:0005634; F:GO:0003677; F:GO:0003824; F:GO:0046872; C:GO:0005829,C:nucleus; F:DNA binding; F:catalytic activity; F:metal ion binding; C:cytosol,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3956_g1_i1,NLTL2_ARATH ame: Full=Non-specific lipid-transfer At2g13820 Flags: Precursor,796,2,2.21E-08,63.5,1,C:GO:0046658,C:anchored component of plasma membrane,,
"[BLASTED, MAPPED, ANNOTATED]",pak_c3979_g1_i1,ERD2_PETHY ame: Full=ER lumen -retaining receptor ame: Full=HDEL receptor ame: Full=PGP169-12,295,2,9.57E-05,100,10,C:GO:0005789; P:GO:0016192; C:GO:0005739; P:GO:0015031; C:GO:0016021; P:GO:0010204; C:GO:0000139; F:GO:0004872; F:GO:0046923; P:GO:0006621,"C:endoplasmic reticulum membrane; P:vesicle-mediated transport; C:mitochondrion; P:protein transport; C:integral component of membrane; P:defense response signaling pathway, resistance gene-independent; C:Golgi membrane; F:receptor activity; F:ER retention sequence binding; P:protein retention in ER lumen",,
"[BLASTED, MAPPED, ANNOTATED]",pak_c4169_g1_i1,Y1736_ARATH ame: Full=REF SRPP At1g67360,298,2,1.92E-09,70,8,C:GO:0005811; P:GO:0045927; P:GO:0080186; P:GO:1902584; P:GO:0009555; C:GO:0005783; P:GO:0034389; C:GO:0005773,C:lipid particle; P:positive regulation of growth; P:developmental vegetative growth; P:positive regulation of response to water deprivation; P:pollen development; C:endoplasmic reticulum; P:lipid particle organization; C:vacuole,,
